Restaurant Name,Cuisine,Average Cost,Rating,City
Patiala Coffee Studio,"North Indian, Street Food",150,3.2,Patiala
Patiala Foods And Family Restaurants,"North Indian, Biryani",100,4.2,Nagpur
Patiala Grill,North Indian,150,3.8,Patiala
Patiala Pasta Studio,"North Indian, Fast Food, Street Food",100,3.2,Patiala
Patiala Pizza,Indian,250,4.2,Patiala
Patiala Rolls,Indian,100,3.9,Patiala
Patiala Shahi Lassi,Fast Food,150,4.3,Patiala
Patiala Shahi Nutri Kulcha Soup,"North Indian, Street Food",300,3.6,Ludhiana
Patiala Shahi Tandoori Night,North Indian,200,3.9,Surat
Patidar Fancy Dosa,South Indian,150,3.9,Surat
Patidar Prasadam,Indian,50,4.3,Indore
Patil Bhojanalya,Biryani,100,3.2,Nagpur
Patil Juice Centre,Fast Food,200,4.1,Mumbai
Patil Vadapav Misal House,Street Food,100,4.2,Rajkot
Patil Vadapav Misal Pav bhaji,Street Food,100,4.2,Rajkot
Patil Wada,North Indian,200,3.6,Belgaum
Patio Terrace,"North Indian, Biryani",200,3.3,Dehradun
Patisserie The Cake Shop,Bakery,250,3.5,Lucknow
Patisserie By Franziska,Indian,400,4.1,Kolkata
Patisserie By Priyanka,Bakery,200,3.5,Kanpur
Patisserie Operaa,"Fast Food, Bakery",150,4.5,Guwahati
Patiz Point,Street Food,150,4.3,Dehradun
Patkai Chat House,Street Food,300,4.1,Guwahati
Patlacha Wada,North Indian,100,4.0,Kolhapur
Patna Biryani Club,Biryani,150,4.2,Patna
Patna Da Dhaba,"North Indian, Biryani",100,2.8,Patna
Patna Foodies Club,"North Indian, Fast Food, Biryani",250,4.3,Patna
Patna Patiala Express Biryani Mail,"North Indian, Biryani",300,4.2,Patna
Patna Platter,"Fast Food, Street Food",100,3.2,Patna
Patna Rasoi,"South Indian, North Indian",150,3.8,Patna
Patni Biryani House,Biryani,150,3.1,Kolhapur
Patni Sweets Corner,Street Food,100,3.7,Meerut
Pattal,"South Indian, North Indian, Fast Food",150,3.9,Lucknow
Patties Wala,Street Food,100,4.0,Saharanpur
Patty Oh,Fast Food,150,3.8,Guwahati
Paul Punjabi Family Restaurant,"North Indian, Fast Food, Biryani",250,4.1,Siliguri
Paul Chinese,Indian,150,3.9,Mumbai
Paul Fast Food Family Restaurant,"North Indian, Fast Food, Biryani",100,4.0,Darbhanga
Paulettans Pizzeria,Indian,100,3.6,Thrissur
Paul s Creamery,Indian,150,4.5,Trivandrum
Paul s Food,North Indian,400,4.0,Kolkata
Paul s Home Kitchen,"Fast Food, Street Food",100,3.6,Siliguri
Paustik Restaurant,"North Indian, Street Food",250,4.0,Vijayawada
Pav Bhaji Expresss,Street Food,150,4.1,Chandigarh
Pav Bhaji Junction,Street Food,250,3.3,Nashik
Pav Bhaji Wala By Mr A Franchise,"Fast Food, Street Food",100,3.5,Raipur
Pavan Kumar Misal,Indian,100,3.9,Solapur
Pavan Putra Ice Cream,Indian,50,4.3,Vadodara
Pavbhaji Saga By Qimbu,Street Food,250,3.1,Nashik
Pavdos Cafe,"South Indian, Street Food",150,3.8,Raipur
Pavika Pizza Point,Fast Food,100,4.0,Amritsar
Pavilion,North Indian,300,3.7,Asansol
Pavilion,North Indian,200,4.1,Surat
Pavilion,North Indian,350,4.4,Mumbai
Pavilion Dine,South Indian,100,3.8,Salem
Pavino Vada Pav And Cafe,Street Food,250,4.0,Indore
Pavitra Marwadi Bhojanalay,North Indian,150,3.4,Ujjain
Pavitram Shuddh Shakahari,"South Indian, North Indian, Street Food",150,3.3,Kanpur
Pavitras,"South Indian, North Indian, Fast Food",200,4.3,Jodhpur
Pavitras Dharohar,"South Indian, North Indian, Fast Food, Street Food",150,4.3,Jodhpur
Pavman,"Fast Food, Street Food",200,2.7,Coimbatore
Pavman,"Fast Food, Street Food",100,3.0,Kolhapur
Pavman,Indian,50,4.0,Agra
Pavman,"Fast Food, Street Food",100,4.2,Guwahati
Pawan Brijwasi Misthan Bhandar,Indian,100,3.7,Aligarh
Pawan Dabeli,Street Food,150,4.2,Guwahati
Pawan Ji Paw Bhaji,"North Indian, Fast Food",200,3.6,Motihari
Pawan Namkeen Bakers,Bakery,100,4.3,Allahabad
Pawan Omlet,"Fast Food, Street Food",200,3.9,Surat
Pawan Parantha House,"North Indian, Street Food",200,4.0,Patiala
Pawan Putra,North Indian,150,4.0,Kolkata
Pawan Sagar Chandra Inn,"South Indian, North Indian, Fast Food",450,4.2,Jodhpur
Pawan Store,Indian,300,4.6,Darbhanga
Pawan Sweet Bhojnalay,"North Indian, Street Food",150,4.2,Lucknow
Pawan Sweets,"South Indian, North Indian, Fast Food",100,4.0,Kanpur
Pawar s Kitchen,"North Indian, Biryani",100,3.7,Mumbai
Pawar s Pure Veg,"North Indian, Street Food, Biryani",300,4.0,Mumbai
Pawar s Restaurant,"South Indian, Fast Food",200,3.9,Jabalpur
Payal Chat,Street Food,200,4.0,Udaipur
Payasam Sweets Shop,Street Food,150,4.3,Dehradun
Payel Hotel,"North Indian, Biryani",100,3.7,Siliguri
Payel Restaurant Come Family,North Indian,50,3.3,Siliguri
Pazhamudir s Pure Natural,Indian,150,4.3,Coimbatore
Pb Special Mah Lacha Parantha,North Indian,150,3.2,Ludhiana
Peaberrys,Fast Food,300,4.2,Kolkata
Peace Of Pie,Bakery,250,3.7,Guwahati
Peacock Restaurant,"North Indian, Fast Food",150,4.0,Udaipur
Peakking Hut,Indian,150,3.3,Amritsar
Pearl Grill Cafe,Fast Food,150,4.2,NCR
Pebbles Hotel Samudra,"North Indian, Fast Food",250,3.6,Belgaum
Pebbles Cakes And Bakes,Bakery,150,3.7,Patna
Pechiamman Non Veg Restaurant,"South Indian, Biryani",150,4.0,Madurai
Pechiamman Veg Hotel,"South Indian, Biryani",150,4.1,Madurai
Pechiamman Veg Restaurant,"South Indian, North Indian",150,4.2,Madurai
Peep Kitchen,"North Indian, Biryani",450,4.3,Goa
Peepin Restaurant,"South Indian, North Indian",150,4.2,Dhanbad
Peetuk,North Indian,100,3.9,Mumbai
Peetuk,Biryani,100,4.1,Bangalore
Peezzaa Spot,Fast Food,150,4.3,Jalandhar
Peggy Ice Cream,Indian,100,4.3,Chandigarh
Pehalwan Chicken Corner,North Indian,100,4.0,Amritsar
Pehalwan Da Hotel,North Indian,200,3.9,NCR
Pehalwan Paratha Point,North Indian,100,4.0,Chandigarh
Pehalwan Sweets Snacks,Street Food,50,4.3,Patiala
Pehli Manzil,North Indian,100,4.4,Ajmer
Peking,Indian,250,4.4,Kolkata
Pelican Pub,"South Indian, North Indian",300,3.8,Mysore
Pendawala Duliram Ratanlal,Street Food,100,4.4,Vadodara
Penguin Indian Mughal Foods,"North Indian, Fast Food",250,4.2,Allahabad
Peni Ice Cream,Indian,300,4.8,Thrissur
Penna The Multicusine Restaurant,"North Indian, Biryani",150,3.6,Nellore
Pentagram Restro,"North Indian, Fast Food, Biryani",50,3.7,Allahabad
Penthaus,Indian,250,3.7,Allahabad
Pentola,North Indian,200,4.3,Jamshedpur
People s Dine,"North Indian, Fast Food, Biryani",250,4.3,Surat
Pep Up Sonotel,Indian,50,4.1,Dhanbad
Pepenero Pizza,Indian,150,3.8,Moradabad
Pepitas Cafe,Fast Food,100,3.9,Jamnagar
Peppanizze,Fast Food,200,3.8,Hyderabad
Pepper N Salt,"North Indian, Fast Food",200,3.6,Dharamshala
Pepper House Premium Casual Dining,"North Indian, Fast Food, Biryani",50,4.0,Kanpur
Pepper Resturant,"South Indian, North Indian, Biryani",150,3.7,Thrissur
Pepperazzi,"North Indian, Fast Food",100,4.1,Bhopal
Peppers Restaurant,"North Indian, Fast Food, Street Food",200,3.3,Jabalpur
Peppery The Home Kitchen,"North Indian, Biryani",100,4.4,Dehradun
Pepperz,"Fast Food, Street Food",350,3.5,Kolkata
Peppi Pizza,Indian,150,4.2,Jhansi
Peppy Parathas Rolls by Chai Point,"North Indian, Fast Food",300,4.3,NCR
Peppy Pizzeriaa,Indian,300,3.0,Amritsar
Pep Talk Cafe and Bistro,Fast Food,150,3.5,Bikaner
Perambur Sri Srinivasa,"South Indian, North Indian, Fast Food, Street Food",200,4.5,Chennai
Perambur Sri Srinivasa Sweets Snacks,"Fast Food, Street Food",150,4.3,Chennai
Perambur Srinivasa Restaurant,"South Indian, North Indian, Fast Food",100,4.3,Chennai
Perch Wine Coffee Bar,Indian,150,4.4,NCR
Perfect Aamlet,"North Indian, Street Food",150,3.2,Rajkot
Perfect Bite,Fast Food,150,3.6,Moradabad
Perfect Bite,"Fast Food, Street Food",100,4.0,Lucknow
Perfect China Town Restaurant,"North Indian, Fast Food",100,3.8,Gaya
Perfect Cup,Indian,200,4.0,Goa
Perfect Omelette,"North Indian, Street Food",50,4.2,Rajkot
Perfect Pakwan,North Indian,200,3.1,Firozabad
Perfect Pizza,Indian,100,3.6,Hyderabad
Perfect Pizza U,Fast Food,100,3.7,Jaipur
Perfecto Fine Dine Restaurant,"North Indian, Biryani",100,3.8,Bhubaneswar
Periyar Sulthan Unavagam,Indian,150,3.9,Madurai
Perry Pizza,Fast Food,200,3.4,Jhansi
Persian Darbar,"North Indian, Biryani",200,4.0,Mumbai
Persian Darbar,"North Indian, Biryani",100,4.1,Pune
Persis Cafe,"Street Food, Bakery",150,4.1,Hyderabad
Personal Food Service,North Indian,100,4.0,Raipur
Peshawar,"North Indian, Biryani",350,4.1,Hyderabad
Peshawar Sweet Bhandar,Indian,600,4.5,NCR
Peshawari To,"North Indian, Biryani",250,4.0,Patna
Peshawari Chicken Corner,North Indian,100,3.6,NCR
Peshwa Family Garden Restaurant,"North Indian, Biryani",400,3.8,Nashik
Peshwa Family Restaurant,"North Indian, Biryani",350,3.5,Nashik
Pet Pooja,"South Indian, North Indian, Fast Food",350,2.8,Cuttack
Pet Pooja,"South Indian, North Indian, Fast Food, Street Food",150,4.1,Gorakhpur
Pet Pooja Cloud Kitchen,"North Indian, Fast Food, Street Food",100,3.5,Dehradun
Pet Pooja Restaurant,"North Indian, Street Food, Biryani",50,4.0,Ujjain
Petal Of Love And Cake,Bakery,250,4.2,Varanasi
Peter Cat,"North Indian, Fast Food",150,4.2,Kolkata
Peter Hu,Indian,100,4.4,Kolkata
Peter John s Pizza,Fast Food,250,3.8,Jamnagar
Petit Paris,Bakery,50,4.5,Jodhpur
Petite Pie Shop Pies Pizzas Sandwiches More,"Fast Food, Bakery",100,4.2,NCR
Petite Point,North Indian,200,4.3,Surat
Petoo,"North Indian, Fast Food, Street Food",150,4.1,Guwahati
Petpooja,Fast Food,200,3.6,Bareilly
Petu Ka Paratha s,North Indian,250,3.6,Nashik
Petuk Bangali,Indian,100,3.4,Siliguri
Petuk Bangali,Indian,100,3.6,Siliguri
Petuk Bangali,Indian,100,3.7,Siliguri
Petuk Bangali,North Indian,150,4.0,Kolkata
Petuk Hori,North Indian,150,4.1,Kolkata
Petuker Henshel,North Indian,150,3.9,Siliguri
Petukram,North Indian,100,3.8,Kolkata
Petumal Samosawala,Street Food,200,4.1,Nashik
Petuu Singh Chole Bhature More,"North Indian, Street Food",150,3.9,Bhopal
PFC Patna Fried Chicken,Fast Food,150,4.0,Patna
PFC Patna Fried Chicken,Fast Food,50,4.1,Patna
PFC Patna Fried Chicken,Fast Food,100,3.9,Patna
PFC Patna Fried Chicken,"Fast Food, Biryani",150,4.1,Patna
PFJ Punjabi Food Junction,"North Indian, Fast Food, Biryani",300,4.0,Indore
PFJ Chicken House,"North Indian, Fast Food, Street Food, Biryani",150,4.2,Indore
Phadke Dining Hall,Indian,150,4.3,Pune
Phauja s Bakers,"Fast Food, Bakery",150,3.6,Dehradun
Pheonix Restaurant,"North Indian, Fast Food, Biryani",150,3.7,Kanpur
Phil s Bistro,Indian,300,3.8,Madurai
Phunsoook,"South Indian, Fast Food",50,3.5,Jodhpur
Pianotese By Adi s,"Fast Food, Bakery",250,3.9,Jalandhar
Piazza,Fast Food,100,4.0,Coimbatore
Piazza,North Indian,250,4.1,Guwahati
Piazza Pizza By Little Italy,Fast Food,100,3.1,Pune
Piazza Pizza By Little Italy,Indian,100,3.3,Chennai
Pibo Chai,Street Food,200,4.4,Allahabad
Pibusa,"Fast Food, Street Food",200,3.8,Ahmedabad
Piccadilly Square,Indian,250,4.1,Kolkata
Pichukuu Indo Chinese Restaurant,Indian,150,2.9,Nellore
Pick Move Restaurant,"North Indian, Fast Food, Biryani",150,4.1,Udaipur
Pick A Slice,Indian,50,4.0,Ludhiana
Pick N Move Bar B Que,North Indian,100,4.2,Amritsar
Pickkk Lickk,Fast Food,150,4.1,Ludhiana
Pickup Meals,Fast Food,100,4.2,Ahmedabad
Picky Pan,Fast Food,200,4.0,Kanpur
Picnic,North Indian,200,4.1,Goa
Picnik Restaurant,"South Indian, North Indian, Street Food, Bakery",250,4.1,Bhopal
Pie Cafe Shop,Fast Food,250,3.8,Aligarh
Pie Heaven,Fast Food,150,3.9,Chandigarh
Piece Out Pizza,Indian,100,3.2,Vijayawada
Pihu Fast Food,"North Indian, Fast Food, Street Food",450,4.1,Surat
Pik N Move Since,North Indian,100,4.1,Chandigarh
Pikachu Cafe,"North Indian, Fast Food, Biryani",100,3.6,Patna
Pikachu Pizza,Fast Food,200,4.2,Bhavnagar
Pillar,Indian,200,4.2,Coimbatore
Pimlico,"North Indian, Fast Food",100,4.3,Pune
Pinacle Pure Curd,South Indian,150,4.0,Vijayawada
Pinch Of Love,"Fast Food, Bakery",100,4.0,Meerut
Pinch Of Spice,"North Indian, Biryani",400,3.8,Kanpur
Pinch Of Spice,North Indian,500,4.2,Agra
Pind Truly Punjabi,North Indian,200,3.8,Mysore
Pind,"North Indian, Fast Food, Street Food",50,3.7,Kanpur
Pind Balluchi,"North Indian, Biryani",100,3.9,Indore
Pind Balluchi,North Indian,200,3.9,Agra
Pind Balluchi,North Indian,300,3.9,Agra
Pind Balluchi,North Indian,100,4.0,Meerut
Pind Balluchi,North Indian,100,4.0,Gorakhpur
Pind Balluchi,"North Indian, Biryani",150,4.1,Delhi NCR
Pind Balluchi,"North Indian, Biryani",150,4.1,Raipur
Pind Balluchi,"North Indian, Biryani",200,4.1,NCR
Pind Balluchi,North Indian,350,4.1,Bareilly
Pind Balluchi,"North Indian, Biryani",150,4.2,Gaya
Pind Balluchi,North Indian,200,4.2,Allahabad
Pind Balluchi Express,North Indian,100,4.1,Kanpur
Pind Da Paratha,North Indian,100,3.4,Vadodara
Pind Da Swad,"North Indian, Biryani",250,4.1,Pune
Pind Da Zaika Punjabi Food,"North Indian, Biryani",100,3.5,Dehradun
Pind Jalandhari,North Indian,100,3.8,Kharagpur
Pind Kaneda,"North Indian, Biryani",300,3.4,NCR
Pind Punjab,"North Indian, Biryani",300,4.1,Pune
Pindazi,North Indian,200,4.1,Rajkot
Pindi,North Indian,200,4.1,NCR
Pindi Dhaba Diner,North Indian,100,4.0,Jabalpur
Pindi Restaurant,North Indian,250,3.7,Bareilly
Pindi z Plaza,"North Indian, Fast Food",250,4.2,Ludhiana
Pine Restaurant,North Indian,150,4.0,Mumbai
Pineapple Restaurant,"South Indian, North Indian, Fast Food",100,3.8,Dehradun
Pinewood Cafe Kitchen,Fast Food,150,4.4,Dehradun
Ping s Cafe Orient,Indian,50,4.4,Kolkata
Ping s Caf Orient,Indian,550,4.4,NCR
Pinjore,North Indian,100,4.1,NCR
Pink Box,Bakery,200,4.1,NCR
Pink Cuisine,"North Indian, Fast Food",100,3.5,Patna
Pink Pegy,"North Indian, Fast Food",250,3.8,Amritsar
Pink Rose Cafe,Bakery,100,3.2,Agra
Pink Velvet,Bakery,100,3.5,Vijayawada
Pink Wasabi,Indian,150,4.1,Chandigarh
Pinkcity Juice,Fast Food,100,4.1,Jaipur
Pinkey Sweets,Indian,250,4.0,Kolkata
Pinki Chole Bhandar,North Indian,100,4.0,Meerut
Pinki Chole Bhandar,North Indian,100,4.2,Meerut
Pinki Chole Kulche,North Indian,150,3.7,Meerut
Pinkk Sugars Patisserie Artisanal Bakery,Bakery,600,3.6,Kolkata
Pinku Bhai,"Street Food, Bakery",300,4.1,Coimbatore
Pinky Bakery,"Fast Food, Street Food, Bakery",200,4.1,Ludhiana
Pinto s Food Corner,"Fast Food, Street Food",100,3.3,Mangalore
Pintu Juice Corner,"Fast Food, Street Food",150,4.0,Chandigarh
Pintu Saoji Restaurant,"North Indian, Biryani",200,3.7,Nagpur
Pint z Sweets,"Street Food, Bakery",50,4.3,Siliguri
Pinza Pizza,Fast Food,150,3.5,Bareilly
Pipal,"North Indian, Fast Food",150,4.1,Jamshedpur
Pipul Restaurant Banquet,"South Indian, North Indian, Fast Food, Biryani",200,4.4,Bhubaneswar
Piquant,Bakery,400,3.9,Guwahati
Pirates Of Grill,North Indian,100,4.2,Jalandhar
Pirates Of Grill,North Indian,50,4.4,Bhopal
Pirates Of Grill,North Indian,450,4.4,Lucknow
Pisharody s Restaurant Pure Veg,"South Indian, North Indian",200,3.9,Thrissur
Pishori Restaurant,"North Indian, Biryani",100,4.0,Indore
Pishu s,Indian,250,4.1,Mumbai
Pista Bakery,Fast Food,150,4.3,Hyderabad
Pista House,"North Indian, Biryani",350,4.3,Hyderabad
Pista House Cakes Desserts,Bakery,150,4.3,Hyderabad
Pista House Premium Lounge,"North Indian, Biryani",150,4.2,Hyderabad
Pista House Zafrani Tea,Indian,250,4.6,Hyderabad
Pistha House,"Fast Food, Biryani",200,3.1,Vijayawada
Pita,North Indian,200,3.7,Ujjain
Pita Pita,Indian,200,4.3,Ahmedabad
Pitara,North Indian,150,3.8,Amritsar
Pitchers Cafe Bar,"North Indian, Fast Food, Biryani",200,3.4,Bhopal
Piu Hotel Cum Restaurant,North Indian,200,4.0,Guwahati
Pivaas Pure,Street Food,150,4.2,Guwahati
Piyush Maratha Saoji,"North Indian, Biryani",200,3.7,Nagpur
Piyushree Paratha Thalipeeth House,Indian,250,3.9,Nashik
Pizza,North Indian,250,3.3,Lucknow
Pizza Burger Zone,Fast Food,100,3.8,Haridwar
Pizza More,Fast Food,150,3.5,Meerut
Pizza Pasta Club,"South Indian, Fast Food, Street Food",50,3.5,Jodhpur
Pizza Plus,Fast Food,100,4.1,Surat
Pizza,"Fast Food, Street Food",200,3.8,Surat
Pizza,Indian,100,3.5,Mangalore
Pizza,Fast Food,350,3.8,Raipur
Pizza,Fast Food,100,3.9,Gorakhpur
Pizza,Indian,50,3.2,Allahabad
Pizza,Indian,100,2.9,Kanpur
Pizza,North Indian,200,3.5,Amritsar
Pizza Sixty,Fast Food,450,4.0,Ludhiana
Pizza,Street Food,100,3.4,Chandigarh
Pizza,Indian,150,3.6,Jabalpur
Pizza,Indian,250,3.4,Indore
Pizza,Indian,100,4.0,Jamshedpur
Pizza Affair,Fast Food,200,4.3,Ludhiana
Pizza All Time,Fast Food,150,3.8,Lucknow
Pizza And Burger King,Fast Food,100,3.7,Jaipur
Pizza And Burgers,Fast Food,350,4.0,Hyderabad
Pizza and Fast Food Center,Indian,100,2.8,Raipur
Pizza And Snacks,Indian,450,4.0,Ludhiana
Pizza Bae,Indian,150,3.6,Jaipur
Pizza Baker s,Indian,150,4.0,Jaipur
Pizza Bakery Point,Fast Food,350,3.2,Patna
Pizza Bar,Fast Food,100,4.0,Jaipur
Pizza Bar,Fast Food,150,4.3,Bikaner
Pizza Bell,"Fast Food, Street Food",200,4.1,Vadodara
Pizza Bella,Fast Food,100,3.9,Nashik
Pizza Belz,Fast Food,100,2.8,Kanpur
Pizza Bhatinda Express,Indian,100,3.9,Kanpur
Pizza Bite,Fast Food,300,2.8,Amritsar
Pizza Bite,Fast Food,250,3.8,Chandigarh
Pizza Bite,Indian,100,4.0,Patiala
Pizza Bite,Fast Food,200,4.1,Ludhiana
Pizza Bites,Fast Food,250,3.4,Saharanpur
Pizza Bites,Fast Food,300,3.5,Jalandhar
Pizza Bites,Fast Food,150,3.8,Jaipur
Pizza Bites,Fast Food,100,4.0,Jaipur
Pizza Bites,Fast Food,100,4.3,Pune
Pizza Bites,"Fast Food, Street Food",150,4.3,Bikaner
Pizza Bizza,Fast Food,200,3.5,Kolhapur
Pizza Bomber,Fast Food,150,3.0,Bareilly
Pizza Box,"North Indian, Street Food",250,3.6,Kota
Pizza Box,Fast Food,150,3.7,Gorakhpur
Pizza Box,Fast Food,150,3.9,Moradabad
Pizza Box,"Fast Food, Street Food",150,3.9,Agra
Pizza Box Center,Fast Food,300,3.8,Gorakhpur
Pizza Boy,Fast Food,100,3.6,Kota
Pizza Boy,Indian,200,4.3,Jalandhar
Pizza Break,Fast Food,200,3.6,Jodhpur
Pizza Bro,Indian,200,3.8,Meerut
Pizza Brothers,Fast Food,350,3.8,Bhopal
Pizza Buddy,Fast Food,100,4.0,Allahabad
Pizza Bull,Fast Food,100,3.4,Bikaner
Pizza Burger Mafia,"Fast Food, Street Food",300,3.3,Amritsar
Pizza Burst,Fast Food,250,3.4,Nashik
Pizza Burst,Fast Food,150,3.9,Udaipur
Pizza Burst,Fast Food,100,4.0,Udaipur
Pizza Butter Bite,Fast Food,50,3.8,Meerut
Pizza Buzzer,Fast Food,150,3.6,Meerut
Pizza Buzzer,Fast Food,200,3.9,Meerut
Pizza Buzzer,Fast Food,150,4.0,Meerut
Pizza By Chance,Fast Food,150,4.0,Haridwar
Pizza By Jacks,Indian,150,3.5,Ludhiana
Pizza By KK Snacks,Indian,150,3.6,Bareilly
Pizza By NCR,Indian,100,3.8,Lucknow
Pizza By Qimbu,Fast Food,50,3.4,Nashik
Pizza Cafe,Indian,100,3.6,Gorakhpur
Pizza Cafe,Indian,150,3.6,Jamshedpur
Pizza Cafe,Fast Food,200,3.8,Mangalore
Pizza Cafe,Fast Food,150,4.1,Lucknow
Pizza Cafe,Fast Food,500,4.1,Agra
Pizza Cafe Center,Indian,200,4.0,Gorakhpur
Pizza Cafe Day,Fast Food,150,3.6,Lucknow
Pizza Cafe Day,Fast Food,150,3.8,Gorakhpur
Pizza Cafe Day Bakery,"Fast Food, Bakery",100,3.9,Gorakhpur
Pizza Cafe Shop,Fast Food,150,4.0,Gorakhpur
Pizza Cafe Store,Fast Food,350,3.3,Varanasi
Pizza Cafeteria,Fast Food,150,4.2,Ludhiana
Pizza Calling,Indian,200,3.6,Bareilly
Pizza Capital,Indian,200,4.2,Jalandhar
Pizza Caprina,Fast Food,100,4.0,Mumbai
Pizza Castle,Indian,100,3.3,Surat
Pizza Castle,Fast Food,300,3.8,Jalandhar
Pizza Cave,Fast Food,200,4.0,Lucknow
Pizza Cave,Fast Food,100,4.1,Agra
Pizza Cave,Fast Food,150,4.3,Lucknow
Pizza Celebration,Fast Food,100,3.8,Kanpur
Pizza Center,Indian,200,3.9,Kolkata
Pizza Center And Fast Food Corner,Indian,150,3.7,Raipur
Pizza Central,Fast Food,200,3.3,Lucknow
Pizza Central,Indian,300,3.3,Kanpur
Pizza Central,Fast Food,100,3.5,Kanpur
Pizza Central,Fast Food,150,3.6,Kanpur
Pizza Chao,Indian,100,3.4,NCR
Pizza Cheese Point,"North Indian, Fast Food, Street Food",250,4.0,Jalandhar
Pizza Chhalla,Fast Food,150,4.0,Kanpur
Pizza City,North Indian,150,3.2,NCR
Pizza City,Fast Food,50,3.5,Moradabad
Pizza City Station,"Fast Food, Street Food",150,3.7,Bareilly
Pizza Cloud,Fast Food,100,3.4,Kanpur
Pizza Club,Fast Food,100,3.4,Allahabad
Pizza Club,Fast Food,100,3.5,Gorakhpur
Pizza Club,Fast Food,100,3.7,Pune
Pizza Club,Fast Food,150,3.8,Gorakhpur
Pizza Club,Indian,150,3.9,Moradabad
Pizza Company,Indian,150,4.1,Bhopal
Pizza Company By Arihant Foods,Fast Food,250,3.8,Indore
Pizza Cornar,Fast Food,200,3.4,Lucknow
Pizza Corner,"Fast Food, Street Food",250,3.1,Cuttack
Pizza Corner,Indian,100,3.9,Vadodara
Pizza Corner,Indian,100,3.9,Kanpur
Pizza Cottage,Fast Food,150,4.0,Chennai
Pizza Country,Fast Food,350,4.0,Patiala
Pizza Craving,"Street Food, Biryani",150,3.9,Varanasi
Pizza Cravings,"Fast Food, Street Food",100,4.3,Saharanpur
Pizza Crown,Indian,150,4.2,Kanpur
Pizza Crumb and Bakers,Indian,200,3.6,Gorakhpur
Pizza Crunch,Fast Food,150,4.0,Meerut
Pizza Crust,Fast Food,150,4.0,Jaipur
Pizza Cutter,Fast Food,150,3.7,Lucknow
Pizza Da Dhaba,"North Indian, Fast Food",100,3.8,Vadodara
Pizza Da Dhaba Cafe,"Fast Food, Street Food",100,3.5,Surat
Pizza Da Dhaba Cafe,Fast Food,200,3.6,Surat
Pizza Daddy,"Fast Food, Street Food, Bakery",300,3.4,Kota
Pizza Day,Fast Food,100,3.4,Saharanpur
Pizza Day,Fast Food,250,3.4,Agra
Pizza Day,Fast Food,150,4.0,Nashik
Pizza Delight,Fast Food,200,3.5,Varanasi
Pizza Delight,"Fast Food, Street Food",200,3.6,Lucknow
Pizza Delight,Fast Food,200,3.8,Bareilly
Pizza Delight,Fast Food,100,3.9,Amritsar
Pizza Delight Cafe And Restaurant,Fast Food,150,4.1,Agra
Pizza Diary,"Fast Food, Bakery",350,3.0,Kota
Pizza Don,Indian,100,3.8,Indore
Pizza Don Mircharam,Indian,250,3.9,Gonda
Pizza Dose,"Fast Food, Street Food",150,4.1,Jalandhar
Pizza Down Town,Fast Food,150,3.7,Amritsar
Pizza Empire,Indian,50,3.7,Udaipur
Pizza Estate,Fast Food,100,3.6,Warangal
Pizza Express,Fast Food,100,3.5,Chandigarh
Pizza Express,Biryani,150,3.5,Bhopal
Pizza Express,Indian,150,3.6,Kanpur
Pizza Express,Fast Food,100,3.9,Gorakhpur
Pizza Express,"Fast Food, Street Food",150,4.0,Guntur
Pizza Express,Fast Food,200,4.0,Ludhiana
Pizza Express,Indian,200,4.0,Allahabad
Pizza Express Burger,"Fast Food, Street Food",250,4.0,Kota
Pizza Express Line,Indian,150,3.9,Lucknow
Pizza Express Meal,"North Indian, Biryani",200,4.1,Varanasi
Pizza Express com,Street Food,150,3.7,Pune
Pizza Factory,Fast Food,200,3.3,Allahabad
Pizza Factory,Indian,100,3.6,Lucknow
Pizza Factory,Indian,150,3.7,Nagpur
Pizza Factory,Indian,200,3.7,Lucknow
Pizza Factory,Fast Food,200,3.7,Kolkata
Pizza Factory Store,Fast Food,100,3.9,Kanpur
Pizza Flix,Indian,200,4.0,Chandigarh
Pizza Freakerz,Fast Food,200,4.0,Chandigarh
Pizza Friend,Fast Food,100,3.9,Allahabad
Pizza Friends Restaurant,"Fast Food, Street Food",100,4.0,Meerut
Pizza From Mexico,Fast Food,250,3.7,Ludhiana
Pizza From Mexico,Fast Food,150,3.9,Ludhiana
Pizza Fruits,Fast Food,150,2.8,Agra
Pizza Fun,Fast Food,150,4.1,Kota
Pizza Fun,Fast Food,150,4.1,Lucknow
Pizza Galaxy,Indian,100,3.3,Agra
Pizza Galleria,Fast Food,200,4.0,NCR
Pizza Galleria,Fast Food,200,4.0,Delhi NCR
Pizza Galleria,Fast Food,150,4.1,Chandigarh
Pizza Gallery,Fast Food,150,3.4,Delhi NCR
Pizza Gallery,Fast Food,200,3.4,NCR
Pizza Garden,Indian,150,3.6,Varanasi
Pizza Ghar,Indian,150,3.6,Gorakhpur
Pizza Girls,Indian,150,3.3,Bareilly
Pizza Go,Indian,200,3.3,Lucknow
Pizza Go,Indian,550,3.8,Allahabad
Pizza Gourmet,Indian,100,3.2,Jodhpur
Pizza Guleria,Fast Food,100,4.1,Chandigarh
Pizza Guru,Fast Food,100,4.0,Ludhiana
Pizza Hat,Indian,100,3.3,Indore
Pizza Hawkers,Fast Food,300,4.0,Ludhiana
Pizza Heart,Fast Food,200,3.9,Saharanpur
Pizza Heart,Fast Food,50,4.3,Meerut
